339.0	519.7	531.0	558.7	579.9	594.5	614.4	639.5	671.9	712.8	754.9	777.0	755.8	716.5	680.1	649.6	615.3	579.8	540.2	517.1	475.1	387.5	303.7	231.8	183.7	162.8	159.6	230.5	856.0	 4203	 7184	 6067	 2225	273.1	12.69	5.319	3.902	3.118	2.884	2.539	1.975	1.945	1.640	1.462	1.342	1.366	1.387	1.028	1.012	0.900	0.850	0.877
342.0	502.8	509.7	528.4	552.0	565.1	586.1	606.1	634.5	676.6	719.9	739.6	725.2	693.3	663.6	635.0	604.2	568.7	521.1	482.5	467.5	416.1	324.4	242.7	189.6	166.7	154.7	148.9	205.5	924.9	 3465	 7169	 6203	 2105	238.7	12.09	4.915	3.691	3.239	2.657	2.201	2.008	1.726	1.476	1.530	1.485	1.400	1.092	1.100	0.912	0.865	0.876
345.0	499.2	491.7	512.0	528.6	536.7	555.9	574.4	602.4	637.9	674.9	698.2	686.7	663.6	636.7	615.8	585.7	551.2	505.5	455.4	432.8	416.5	353.0	259.9	199.6	173.7	160.6	144.3	130.2	195.8	764.6	 3547	 7024	 5760	 1982	264.7	11.72	4.756	3.713	3.066	2.599	2.085	1.862	1.620	1.550	1.452	1.387	1.185	1.102	1.021	0.937	0.946
348.0	490.7	481.4	496.0	507.5	515.6	531.4	540.9	566.5	597.9	628.6	646.8	643.4	620.0	601.4	583.7	558.1	531.2	485.6	436.1	402.0	385.1	359.3	287.3	213.4	179.9	164.0	147.6	124.1	108.8	162.5	794.6	 3443	 6491	 5414	 1964	231.8	10.52	4.897	3.693	2.978	2.519	2.045	1.843	1.665	1.563	1.473	1.269	1.127	1.024	0.954	0.933
351.0	485.1	469.6	482.2	489.2	496.4	510.2	511.1	528.3	554.7	577.9	598.3	593.1	576.7	563.2	545.3	525.3	499.3	462.6	418.2	381.5	349.4	331.1	299.8	236.8	191.1	168.3	150.0	126.1	98.92	90.28	155.5	728.3	 3036	 6198	 5407	 1914	230.0	11.58	4.767	3.355	2.877	2.327	2.044	1.842	1.725	1.584	1.322	1.148	1.020	1.014	0.928
354.0	479.8	459.7	466.7	472.3	479.6	486.5	491.1	498.4	516.7	537.6	554.5	547.1	536.4	524.8	511.6	495.7	471.9	439.0	400.6	365.3	332.1	302.7	284.9	255.8	211.1	174.7	153.7	128.9	101.4	81.70	78.60	142.3	675.6	 3085	 5967	 5144	 1776	245.2	10.62	4.807	3.533	2.816	2.313	2.073	1.778	1.674	1.359	1.171	1.104	1.056	1.022
357.0	475.1	447.2	453.3	458.9	465.6	469.2	465.9	472.4	486.3	500.7	511.7	507.3	499.4	488.3	481.2	466.5	447.5	418.9	382.6	353.4	321.3	286.9	258.3	249.9	233.0	191.3	159.2	132.3	103.4	83.52	67.63	70.26	131.5	656.6	 2804	 5882	 5039	 1872	211.4	11.11	5.210	3.610	2.865	2.425	2.065	1.800	1.452	1.300	1.146	1.119	1.076
360.0	471.3	442.6	448.9	450.9	455.0	460.5	455.5	455.3	464.7	471.9	480.1	480.3	471.3	462.0	458.6	446.4	431.1	406.7	376.4	352.7	322.5	288.7	248.4	228.3	232.9	217.3	176.3	140.5	110.3	88.40	72.38	62.56	67.40	130.4	593.3	 2801	 5751	 4970	 1773	234.1	12.70	5.533	4.004	2.965	2.567	2.084	1.648	1.443	1.276	1.181	1.095
363.0	482.2	448.7	454.3	461.4	463.9	467.4	466.3	464.1	463.0	462.3	465.8	463.8	458.0	453.3	450.0	443.4	431.6	412.6	388.7	365.9	337.2	301.8	257.6	224.0	220.2	229.2	206.2	160.4	124.0	99.99	82.70	73.61	67.52	74.18	127.9	620.7	 2868	 5378	 4754	 1717	226.3	12.82	6.043	4.238	3.491	2.675	1.945	1.603	1.304	1.191	1.207
366.0	511.7	478.2	482.7	493.8	500.9	509.0	510.3	508.0	497.2	484.2	478.3	474.2	470.4	468.8	469.8	469.6	462.8	449.2	431.2	410.7	379.6	335.7	281.7	239.3	221.1	226.3	232.2	197.3	150.0	122.2	103.0	94.36	88.65	82.83	86.78	143.1	639.3	 2494	 5423	 4642	 1748	218.9	13.67	6.397	4.709	3.505	2.449	1.881	1.507	1.234	1.305
